,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
679,0,3799,24252197,1,[the sentence is offensive][because][it contains explicit language and a derogatory term],1,[the sentence is offensive][because][it contains vulgar language and a derogatory term for women],"{'race': 'black', 'political': 'liberal'}",neither
680,1,3799,27672101,1,[the sentence is offensive][because][it contains explicit language and a derogatory term],1,[the sentence is offensive][because][it contains vulgar language and a derogatory term for women],"{'race': 'black', 'political': 'liberal'}",both
681,0,2776,24252197,0,[the sentence is not offensive][because][it is a neutral statement about a national day and a personal reflection],0,[the sentence is not offensive][because][it is a neutral statement about a national day and a personal reflection],"{'race': 'black', 'political': 'liberal'}",both
682,0,2776,8526465,0,[the sentence is not offensive][because][it is a neutral statement about a national day and a personal reflection],0,[the sentence is not offensive][because][it is a neutral statement about a national day and a personal reflection],"{'race': 'black', 'political': 'neutral'}",both
683,1,296,10638687,1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community],1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community],"{'race': 'black', 'political': 'liberal'}",both
684,0,296,8526465,1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community],1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community],"{'race': 'black', 'political': 'neutral'}",neither
685,1,3900,10638687,1,[the sentence is offensive][because][it contains a racial slur and promotes violence],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'black', 'political': 'liberal'}",both
686,1,3900,24252197,1,[the sentence is offensive][because][it contains a racial slur and promotes violence],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'black', 'political': 'liberal'}",both
687,1,189,8526465,0,[the sentence is not offensive][because][it is a statement of fact],0,[the sentence is not offensive][because][it is a metaphorical expression],"{'race': 'black', 'political': 'neutral'}",neither
688,1,1370,27672101,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards people with autism and the lgbtq+ community],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards people with autism and the lgbtq+ community],"{'race': 'black', 'political': 'liberal'}",both
689,1,1370,8526465,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards people with autism and the lgbtq+ community],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards people with autism and the lgbtq+ community],"{'race': 'black', 'political': 'neutral'}",both
690,0,2984,10638687,0,[the sentence is not offensive][because][it is a sports commentary],0,[the sentence is not offensive][because][it is a sports commentary],"{'race': 'black', 'political': 'liberal'}",both
691,0,2984,8526465,0,[the sentence is not offensive][because][it is a sports commentary],0,[the sentence is not offensive][because][it is a sports commentary],"{'race': 'black', 'political': 'neutral'}",both
692,1,3463,10638687,1,[the sentence is offensive][because][it contains explicit language and derogatory terms],1,[the sentence is offensive][because][it contains explicit language and derogatory terms],"{'race': 'black', 'political': 'liberal'}",both
693,1,3463,27672101,1,[the sentence is offensive][because][it contains explicit language and derogatory terms],1,[the sentence is offensive][because][it contains explicit language and derogatory terms],"{'race': 'black', 'political': 'liberal'}",both
694,1,682,10638687,1,[the sentence is offensive][because][it contains a racial slur and promotes a negative stereotype about black people],1,[the sentence is offensive][because][it contains a racial slur and conveys a derogatory message about black people],"{'race': 'black', 'political': 'liberal'}",both
695,1,1972,10638687,1,[the sentence is offensive][because][it contains hate speech and targets a specific culture],1,[the sentence is offensive][because][it is a hate speech against black culture and contains explicit language],"{'race': 'black', 'political': 'liberal'}",both
696,1,1972,8526465,1,[the sentence is offensive][because][it contains hate speech and targets a specific culture],1,[the sentence is offensive][because][it is a hate speech against black culture and contains explicit language],"{'race': 'black', 'political': 'neutral'}",both
697,1,2143,10638687,1,[the sentence is offensive][because][it promotes the use of a racial slur and encourages lawlessness],1,[the sentence is offensive][because][it promotes the use of a racial slur and encourages lawlessness],"{'race': 'black', 'political': 'liberal'}",both
698,0,2143,8526465,1,[the sentence is offensive][because][it promotes the use of a racial slur and encourages lawlessness],1,[the sentence is offensive][because][it promotes the use of a racial slur and encourages lawlessness],"{'race': 'black', 'political': 'neutral'}",neither
699,1,4043,10638687,1,[the sentence is offensive][because][it contains hate language and promotes the use of a racial slur],1,[the sentence is offensive][because][it contains a racial slur and promotes the use of derogatory language to describe a sexual act],"{'race': 'black', 'political': 'liberal'}",both
700,1,4043,27672101,1,[the sentence is offensive][because][it contains hate language and promotes the use of a racial slur],1,[the sentence is offensive][because][it contains a racial slur and promotes the use of derogatory language to describe a sexual act],"{'race': 'black', 'political': 'liberal'}",both
701,0,3475,10638687,0,[the sentence is not offensive][because][it is a colloquial expression of affection and admiration],0,[the sentence is not offensive][because][it is a colloquial expression of affection and admiration],"{'race': 'black', 'political': 'liberal'}",both
702,0,3475,8526465,0,[the sentence is not offensive][because][it is a colloquial expression of affection and admiration],0,[the sentence is not offensive][because][it is a colloquial expression of affection and admiration],"{'race': 'black', 'political': 'neutral'}",both
703,1,3808,10166032,1,[the sentence is offensive][because][it contains derogatory language and a stereotype about women],1,[the sentence is offensive][because][it contains derogatory language and a stereotype about women],"{'race': 'black', 'political': 'neutral'}",both
704,1,3411,27672101,1,[the sentence is offensive][because][it contains explicit language and a derogatory term],1,[the sentence is offensive][because][it contains explicit language and a derogatory term],"{'race': 'black', 'political': 'liberal'}",both
705,1,881,8526465,1,[the sentence is offensive][because][it conveys a xenophobic message],1,[the sentence is offensive][because][it conveys a xenophobic message],"{'race': 'black', 'political': 'neutral'}",both
706,1,881,10166032,1,[the sentence is offensive][because][it conveys a xenophobic message],1,[the sentence is offensive][because][it conveys a xenophobic message],"{'race': 'black', 'political': 'neutral'}",both
707,1,978,8526465,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it uses a racial slur 'coons'],"{'race': 'black', 'political': 'neutral'}",both
708,1,978,10166032,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it uses a racial slur 'coons'],"{'race': 'black', 'political': 'neutral'}",both
709,1,398,10638687,1,[the sentence is offensive][because][it contains a racial slur and promotes a stereotype about black people being horny],1,[the sentence is offensive][because][it uses a racial slur and conveys a message of entitlement and objectification],"{'race': 'black', 'political': 'liberal'}",both
710,0,398,8526465,1,[the sentence is offensive][because][it contains a racial slur and promotes a stereotype about black people being horny],1,[the sentence is offensive][because][it uses a racial slur and conveys a message of entitlement and objectification],"{'race': 'black', 'political': 'neutral'}",neither
711,1,2176,27672101,1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],1,[the sentence is offensive][because][it promotes violence against people who have been released from jail],"{'race': 'black', 'political': 'liberal'}",both
712,1,2176,8526465,1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],1,[the sentence is offensive][because][it promotes violence against people who have been released from jail and contains a racial slur],"{'race': 'black', 'political': 'neutral'}",both
713,1,3453,68595278,1,[the sentence is offensive][because][it contains derogatory language towards women],1,[the sentence is offensive][because][it contains derogatory language towards women and uses a stereotype about their personal hygiene],"{'race': 'black', 'political': 'liberal'}",both
714,1,1928,67558416,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'black', 'political': 'liberal'}",both
715,1,2167,67558416,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'black', 'political': 'liberal'}",both
716,1,2167,42267923,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'black', 'political': 'conservative'}",both
717,0,3843,35379134,1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that can be perceived as dismissive of her feelings],1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that may be perceived as dismissive or disrespectful],"{'race': 'black', 'political': 'liberal'}",neither
718,0,3843,32992109,1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that can be perceived as dismissive of her feelings],1,[the sentence is offensive][because][it contains a derogatory term for a woman and a colloquialism that may be perceived as dismissive or disrespectful],"{'race': 'black', 'political': 'liberal'}",neither
719,0,4017,92024956,0,[the sentence is not offensive][because][it is a colloquial expression and the use of the racial slur 'nigga' is contextual and does not promote hate speech],0,[the sentence is not offensive][because][it is a colloquial expression and the word 'niggas' is used in a non-racial context],"{'race': 'black', 'political': 'liberal'}",both
720,0,4017,35379134,0,[the sentence is not offensive][because][it is a colloquial expression and the use of the racial slur 'nigga' is contextual and does not promote hate speech],0,[the sentence is not offensive][because][it is a colloquial expression and the word 'niggas' is used in a non-racial context],"{'race': 'black', 'political': 'liberal'}",both
721,0,3402,68595278,0,[the sentence is not offensive][because][it is a colloquial way to express frustration about noise],0,[the sentence is not offensive][because][it is a colloquial way to express frustration about noise],"{'race': 'black', 'political': 'liberal'}",both
722,1,3402,42267923,0,[the sentence is not offensive][because][it is a colloquial way to express frustration about noise],0,[the sentence is not offensive][because][it is a colloquial way to express frustration about noise],"{'race': 'black', 'political': 'conservative'}",neither
723,1,3633,42267923,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are childish and immature],0,[the sentence is not offensive][because][it is a colloquial way to express frustration with someone's behavior],"{'race': 'black', 'political': 'conservative'}",baseline
724,0,2221,92024956,1,[the sentence is offensive][because][it contains explicit language and a racial slur],1,[the sentence is offensive][because][it contains explicit language and a racial slur],"{'race': 'black', 'political': 'liberal'}",neither
725,1,1865,92024956,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory tone],"{'race': 'black', 'political': 'liberal'}",both
726,0,381,42267923,1,[the sentence is offensive][because][it promotes violence against women],1,[the sentence is offensive][because][it promotes violence against women],"{'race': 'black', 'political': 'conservative'}",neither
727,1,1899,92024956,1,[the sentence is offensive][because][it contains a racial slur and makes a generalization about a racial group],1,[the sentence is offensive][because][it contains a racial slur and makes a generalization about a racial group],"{'race': 'black', 'political': 'liberal'}",both
728,0,3747,92024956,1,[the sentence is offensive][because][it contains hate language and derogatory terms],1,[the sentence is offensive][because][it contains derogatory language and a racial slur],"{'race': 'black', 'political': 'liberal'}",neither
729,0,4013,92024956,1,[the sentence is offensive][because][it contains explicit language and a threat],1,[the sentence is offensive][because][it contains explicit language and a threat],"{'race': 'black', 'political': 'liberal'}",neither
730,1,697,92024956,1,[the sentence is offensive][because][it contains derogatory language and insults towards a person],1,[the sentence is offensive][because][it contains derogatory language and insults the person's mental health],"{'race': 'black', 'political': 'liberal'}",both
731,0,3119,92024956,1,[the sentence is offensive][because][it contains a derogatory term for women and implies that the speaker is objectifying them],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are objects of sexual desire and contains colloquial language that may be perceived as derogatory],"{'race': 'black', 'political': 'liberal'}",neither
732,0,3119,24252197,1,[the sentence is offensive][because][it contains a derogatory term for women and implies that the speaker is objectifying them],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are objects of sexual desire and contains colloquial language that may be perceived as derogatory],"{'race': 'black', 'political': 'liberal'}",neither
733,0,4082,92024956,1,[the sentence is offensive][because][it contains a racial slur and promotes hate speech],1,[the sentence is offensive][because][it uses a racial slur and promotes hate speech],"{'race': 'black', 'political': 'liberal'}",neither
734,1,1849,92024956,1,[the sentence is offensive][because][it uses a racial slur and perpetuates a negative stereotype],1,[the sentence is offensive][because][it uses a racial slur and perpetuates a negative stereotype],"{'race': 'black', 'political': 'liberal'}",both
735,1,1849,42267923,1,[the sentence is offensive][because][it uses a racial slur and perpetuates a negative stereotype],1,[the sentence is offensive][because][it uses a racial slur and perpetuates a negative stereotype],"{'race': 'black', 'political': 'conservative'}",both
736,1,1862,42267923,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'conservative'}",both
737,1,4143,42267923,1,[the sentence is offensive][because][it contains explicit language and threats of violence],1,[the sentence is offensive][because][it contains explicit language and a threat of violence],"{'race': 'black', 'political': 'conservative'}",both
738,1,1821,49021087,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'liberal'}",both
739,0,1821,92024956,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'liberal'}",neither
740,0,204,42267923,0,[the sentence is not offensive][because][it is a neutral question about the origin of a term],0,[the sentence is not offensive][because][it is a neutral question about the origin of a term],"{'race': 'black', 'political': 'conservative'}",both
741,0,631,92024956,0,[the sentence is not offensive][because][it is a colloquial expression of concern for a friend],0,[the sentence is not offensive][because][it is a colloquial expression of concern for a friend],"{'race': 'black', 'political': 'liberal'}",both
742,1,631,42267923,0,[the sentence is not offensive][because][it is a colloquial expression of concern for a friend],0,[the sentence is not offensive][because][it is a colloquial expression of concern for a friend],"{'race': 'black', 'political': 'conservative'}",neither
743,0,206,42267923,0,[the sentence is not offensive][because][the person is expressing a preference for not hearing certain words],0,"[the sentence is not offensive][because][the person is expressing a preference for not hearing certain words, which is a personal choice]","{'race': 'black', 'political': 'conservative'}",both
744,0,325,92024956,0,[the sentence is not offensive][because][it is a colloquial expression and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial expression and does not contain any hate speech],"{'race': 'black', 'political': 'liberal'}",both
745,1,325,67558416,0,[the sentence is not offensive][because][it is a colloquial expression and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial expression and does not contain any hate speech],"{'race': 'black', 'political': 'liberal'}",neither
746,1,1890,92024956,1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],"{'race': 'black', 'political': 'liberal'}",both
747,1,1890,42267923,1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],1,[the sentence is offensive][because][it contains a racial slur and a threat of violence],"{'race': 'black', 'political': 'conservative'}",both
748,1,1917,92024956,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a racial group],1,[the sentence is offensive][because][it contains a racial slur and a derogatory statement towards black people],"{'race': 'black', 'political': 'liberal'}",both
749,1,1842,92024956,0,[the sentence is not offensive][because][the person is expressing an opinion about the misuse of the racial slur 'nigga'],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'liberal'}",race_political
750,1,2624,67558416,1,[the sentence is offensive][because][it contains derogatory language towards a woman],1,[the sentence is offensive][because][it contains derogatory language and a stereotype about women],"{'race': 'black', 'political': 'liberal'}",both
751,1,2624,42267923,1,[the sentence is offensive][because][it contains derogatory language towards a woman],1,[the sentence is offensive][because][it contains derogatory language towards a woman and uses a slang term to describe her behavior],"{'race': 'black', 'political': 'conservative'}",both
752,1,3051,67558416,1,[the sentence is offensive][because][it contains derogatory language and a pejorative term],1,[the sentence is offensive][because][it contains derogatory language and a pejorative term],"{'race': 'black', 'political': 'liberal'}",both
753,1,3472,92024956,1,[the sentence is offensive][because][it contains derogatory language and a threat],1,[the sentence is offensive][because][it contains derogatory language and a sexist slur],"{'race': 'black', 'political': 'liberal'}",both
754,1,3472,67558416,1,[the sentence is offensive][because][it contains derogatory language and a threat],1,[the sentence is offensive][because][it contains derogatory language and a sexist slur],"{'race': 'black', 'political': 'liberal'}",both
755,0,3859,92024956,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory message],"{'race': 'black', 'political': 'liberal'}",neither
756,1,3859,42267923,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory message],"{'race': 'black', 'political': 'conservative'}",both
757,0,3167,92024956,1,[the sentence is offensive][because][it contains a threat of violence and a derogatory term],0,[the sentence is not offensive][because][it is a metaphorical expression of anger and frustration],"{'race': 'black', 'political': 'liberal'}",race_political
758,1,3167,67558416,1,[the sentence is offensive][because][it contains a threat of violence and a derogatory term],0,[the sentence is not offensive][because][it is a metaphorical expression of anger and frustration],"{'race': 'black', 'political': 'liberal'}",baseline
759,1,348,67558416,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'liberal'}",both
760,0,348,35379134,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'liberal'}",neither
761,0,1802,49021087,0,[the sentence is not offensive][because][it is a statement of fact and does not contain any hate speech],0,[the sentence is not offensive][because][it is a statement of fact and does not contain any derogatory language],"{'race': 'black', 'political': 'liberal'}",both
762,0,1802,68595278,0,[the sentence is not offensive][because][it is a statement of fact and does not contain any hate speech],0,[the sentence is not offensive][because][it is a statement of fact and does not contain any derogatory language],"{'race': 'black', 'political': 'liberal'}",both
763,1,4079,67558416,1,"[the sentence is offensive][because][it contains hate speech, vulgar language, and a racial slur]",1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'black', 'political': 'liberal'}",both
764,1,4079,42267923,1,"[the sentence is offensive][because][it contains hate speech, vulgar language, and a racial slur]",1,"[the sentence is offensive][because][it contains hate speech, explicit language, and a racial slur]","{'race': 'black', 'political': 'conservative'}",both
765,1,1810,92024956,1,[the sentence is offensive][because][it contains a racial slur and promotes a negative stereotype about the ghetto and the law],1,[the sentence is offensive][because][it contains a racial slur and promotes a negative stereotype about the black community],"{'race': 'black', 'political': 'liberal'}",both
766,0,366,32992109,1,[the sentence is offensive][because][it conveys a negative emotion towards a particular word],1,[the sentence is offensive][because][it conveys a negative emotion towards a gendered slur],"{'race': 'black', 'political': 'liberal'}",neither
767,0,371,67558416,0,[the sentence is not offensive][because][it is a colloquial expression of affection and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial expression of affection and commitment],"{'race': 'black', 'political': 'liberal'}",both
768,0,371,42267923,0,[the sentence is not offensive][because][it is a colloquial expression of affection and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial expression of affection and commitment],"{'race': 'black', 'political': 'conservative'}",both
769,0,393,92024956,1,[the sentence is offensive][because][it contains derogatory language towards women],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are dumb and uses derogatory language],"{'race': 'black', 'political': 'liberal'}",neither
770,1,393,42267923,1,[the sentence is offensive][because][it contains derogatory language towards women],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that women are dumb and uses derogatory language],"{'race': 'black', 'political': 'conservative'}",both
771,1,963,92024956,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that a person's ethnicity is defined by their last name and contains derogatory language],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that a person's ethnicity is defined by their last name and contains derogatory language],"{'race': 'black', 'political': 'liberal'}",both
772,1,963,42267923,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that a person's ethnicity is defined by their last name and contains derogatory language],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that a person's ethnicity is defined by their last name and contains derogatory language],"{'race': 'black', 'political': 'conservative'}",both
773,1,1503,92024956,1,[the sentence is offensive][because][it contains explicit language and derogatory term for lgbtq+ individuals],1,[the sentence is offensive][because][it contains explicit language and derogatory term for lgbtq+ individuals],"{'race': 'black', 'political': 'liberal'}",both
774,0,1562,32992109,0,[the sentence is not offensive][because][it is a factual description of a situation],0,[the sentence is not offensive][because][it is a factual statement about the rising of minks from mass graves],"{'race': 'black', 'political': 'liberal'}",both
775,1,310,42267923,0,[the sentence is not offensive][because][it is a common idiomatic expression],0,[the sentence is not offensive][because][it is a common idiomatic expression],"{'race': 'black', 'political': 'conservative'}",neither
776,1,1125,92024956,0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],"{'race': 'black', 'political': 'liberal'}",neither
777,1,1125,42267923,0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],0,[the sentence is not offensive][because][it is a play on words and does not contain hate speech],"{'race': 'black', 'political': 'conservative'}",neither
778,1,1295,92024956,1,[the sentence is offensive][because][it contains hate speech and explicit language],1,[the sentence is offensive][because][it contains hate speech and explicit language],"{'race': 'black', 'political': 'liberal'}",both
779,1,1295,42267923,1,[the sentence is offensive][because][it contains hate speech and explicit language],1,[the sentence is offensive][because][it contains hate speech and explicit language],"{'race': 'black', 'political': 'conservative'}",both
780,1,654,64721988,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards women and a specific ethnic group],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'black', 'political': 'liberal'}",both
781,1,654,42267923,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards women and a specific ethnic group],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a specific ethnic group and women],"{'race': 'black', 'political': 'conservative'}",both
782,1,967,92024956,1,[the sentence is offensive][because][it contains racial slurs and stereotypes],1,[the sentence is offensive][because][it contains a racial slur and makes a generalization about a group of people based on their race and ethnicity],"{'race': 'black', 'political': 'liberal'}",both
783,1,967,42267923,1,[the sentence is offensive][because][it contains racial slurs and stereotypes],1,[the sentence is offensive][because][it contains a racial slur and makes a generalization about a group of people based on their race and ethnicity],"{'race': 'black', 'political': 'conservative'}",both
784,0,1797,32992109,0,[the sentence is not offensive][because][the person is using the racial slur 'nigga' in a context that is not derogatory],0,[the sentence is not offensive][because][the person is using the word 'nigga' in a non-offensive context],"{'race': 'black', 'political': 'liberal'}",both
785,0,3405,92024956,0,[the sentence is not offensive][because][it is a colloquial way to express frustration and sarcasm],0,[the sentence is not offensive][because][it is a colloquial way to express frustration with people who are not competent in a particular area],"{'race': 'black', 'political': 'liberal'}",both
786,0,3405,67558416,0,[the sentence is not offensive][because][it is a colloquial way to express frustration and sarcasm],0,[the sentence is not offensive][because][it is a colloquial way to express frustration with people who are not competent in a particular area],"{'race': 'black', 'political': 'liberal'}",both
787,1,2219,68595278,1,[the sentence is offensive][because][it contains hate speech and promotes violence against a group of people],1,[the sentence is offensive][because][it contains hate speech and promotes violence against a group of people based on their race and ethnicity],"{'race': 'black', 'political': 'liberal'}",both
788,1,2219,32992109,1,[the sentence is offensive][because][it contains hate speech and promotes violence against a group of people],1,[the sentence is offensive][because][it contains hate speech and promotes violence against a group of people based on their race and ethnicity],"{'race': 'black', 'political': 'liberal'}",both
789,1,1818,67558416,1,[the sentence is offensive][because][it uses a racial slur and is also aggressive],1,[the sentence is offensive][because][it uses a racial slur and conveys a negative attitude towards a group of people based on their appearance],"{'race': 'black', 'political': 'liberal'}",both
790,1,3476,42267923,0,"[the sentence is not offensive][because][it is a colloquial way to address a group of people, although it may be perceived as informal or unprofessional]",0,"[the sentence is not offensive][because][it is a colloquial way to address a group of people, although it may be perceived as informal or unprofessional]","{'race': 'black', 'political': 'conservative'}",neither
791,0,4018,35379134,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for women],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for women],"{'race': 'black', 'political': 'liberal'}",neither
792,1,1894,42267923,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur],"{'race': 'black', 'political': 'conservative'}",both
793,0,3443,35379134,0,[the sentence is not offensive][because][it is a comment about a song and a country's performance in a competition],0,[the sentence is not offensive][because][it is a comment about a song and a country's performance in a competition],"{'race': 'black', 'political': 'liberal'}",both
794,1,3443,42267923,0,[the sentence is not offensive][because][it is a comment about a song and a country's performance in a competition],0,[the sentence is not offensive][because][it is a comment about a song and a country's performance in a competition],"{'race': 'black', 'political': 'conservative'}",neither
795,0,2586,92024956,0,[the sentence is not offensive][because][it is a prayer for people who are homeless],0,[the sentence is not offensive][because][it is a prayer for people who are homeless],"{'race': 'black', 'political': 'liberal'}",both
796,0,717,32992109,1,[the sentence is offensive][because][it perpetuates a stereotype that black people are overrepresented in porn and uses a racial slur],1,[the sentence is offensive][because][it perpetuates a stereotype that black people are overrepresented in porn and uses a racial slur],"{'race': 'black', 'political': 'liberal'}",neither
797,1,717,42267923,1,[the sentence is offensive][because][it perpetuates a stereotype that black people are overrepresented in porn and uses a racial slur],1,[the sentence is offensive][because][it perpetuates a stereotype that black people are overrepresented in porn and uses a racial slur],"{'race': 'black', 'political': 'conservative'}",both
798,1,969,92024956,1,[the sentence is offensive][because][it contains a derogatory term for the lgbtq+ community],1,[the sentence is offensive][because][it contains a derogatory term for the lgbtq+ community],"{'race': 'black', 'political': 'liberal'}",both
799,1,969,42267923,1,[the sentence is offensive][because][it contains a derogatory term for the lgbtq+ community],1,[the sentence is offensive][because][it contains a derogatory term for the lgbtq+ community],"{'race': 'black', 'political': 'conservative'}",both
800,1,2164,92024956,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains a racial slur and an insult],"{'race': 'black', 'political': 'liberal'}",both
801,1,2164,42267923,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains a racial slur and an insult],"{'race': 'black', 'political': 'conservative'}",both
802,1,2187,42267923,1,[the sentence is offensive][because][it contains a racial slur and explicit language],1,[the sentence is offensive][because][it contains a racial slur and explicit language],"{'race': 'black', 'political': 'conservative'}",both
803,1,1880,92024956,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that being a 'nigga' is something negative and contains a racial slur],"{'race': 'black', 'political': 'liberal'}",both
804,1,1880,42267923,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that being a 'nigga' is something negative and contains a racial slur],"{'race': 'black', 'political': 'conservative'}",both
805,0,3973,49021087,1,[the sentence is offensive][because][it contains a racial slur and a threat],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'black', 'political': 'liberal'}",neither
806,1,3973,67558416,1,[the sentence is offensive][because][it contains a racial slur and a threat],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'black', 'political': 'liberal'}",both
807,1,1393,68595278,1,[the sentence is offensive][because][it contains derogatory language and stereotypes about women and their behavior],1,[the sentence is offensive][because][it contains derogatory language and stereotypes about women and their behavior],"{'race': 'black', 'political': 'liberal'}",both
808,1,1393,67558416,1,[the sentence is offensive][because][it contains derogatory language and stereotypes about women and their behavior],1,[the sentence is offensive][because][it contains derogatory language and stereotypes about women and their behavior],"{'race': 'black', 'political': 'liberal'}",both
809,1,2142,42267923,1,[the sentence is offensive][because][it contains hate language and a racial slur],1,[the sentence is offensive][because][it contains hate language and a racial slur],"{'race': 'black', 'political': 'conservative'}",both
810,0,4069,67558416,1,[the sentence is offensive][because][it contains multiple instances of the racial slur 'nigga' and explicit language],1,[the sentence is offensive][because][it contains a racial slur and promotes a misogynistic attitude],"{'race': 'black', 'political': 'liberal'}",neither
811,1,1954,67558416,1,[the sentence is offensive][because][it contains hate speech and racial slur],1,[the sentence is offensive][because][it contains a racial slur and a derogatory comparison of a political figure's policies],"{'race': 'black', 'political': 'liberal'}",both
812,1,1954,32992109,1,[the sentence is offensive][because][it contains hate speech and racial slur],1,[the sentence is offensive][because][it contains a racial slur and a derogatory comparison of a political figure's policies],"{'race': 'black', 'political': 'liberal'}",both
813,1,3623,35379134,1,[the sentence is offensive][because][it contains hate speech and explicit language],1,[the sentence is offensive][because][it contains hate speech and explicit language],"{'race': 'black', 'political': 'liberal'}",both
814,1,1884,68595278,1,[the sentence is offensive][because][it uses a racial slur and a derogatory term to describe a person's appearance and behavior],1,[the sentence is offensive][because][it uses a racial slur and makes a derogatory comparison between two racial groups],"{'race': 'black', 'political': 'liberal'}",both
815,0,239,67558416,0,[the sentence is not offensive][because][it is a call to action for women's empowerment],0,[the sentence is not offensive][because][it is a call to action for women's rights],"{'race': 'black', 'political': 'liberal'}",both
816,1,239,42267923,0,[the sentence is not offensive][because][it is a call to action for women's empowerment],0,[the sentence is not offensive][because][it is a colloquial way to express solidarity with women],"{'race': 'black', 'political': 'conservative'}",neither
